# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)	m_zrange1_x ()	m_zrange1_y ()	m_zrange1_z ()
0	-0.8229572	0.38076484	-0.0029275932	-0.009626393	0.27566385	-0.009632261	-0.50824755	0.5992212	-0.0046072425
0	-0.8201004	0.38318303	-0.0029707863	-0.009765907	0.279659	-0.00977186	-0.5037517	0.60302675	-0.0046752174
0	-0.8172763	0.38553777	-0.0030138374	-0.009905419	0.2836541	-0.009911456	-0.4993075	0.6067326	-0.004742968
0	-0.8144853	0.3878309	-0.0030567434	-0.010044932	0.28764918	-0.010051056	-0.49491522	0.6103413	-0.0048104906
0	-0.8117274	0.39006406	-0.0030995023	-0.010184445	0.29164436	-0.010190652	-0.490575	0.6138557	-0.004877781
0	-0.80900264	0.39223894	-0.003142112	-0.010323958	0.2956395	-0.010330251	-0.48628685	0.6172784	-0.004944837
0	-0.806311	0.39435714	-0.00318457	-0.01046347	0.2996346	-0.010469847	-0.48205104	0.62061185	-0.0050116545
0	-0.8036526	0.39642024	-0.0032268742	-0.010602982	0.30362973	-0.010609447	-0.4778674	0.6238586	-0.0050782296
0	-0.8010273	0.39842972	-0.0032690233	-0.010742497	0.30762485	-0.010749043	-0.47373584	0.627021	-0.0051445616
0	-0.798435	0.40038723	-0.0033110145	-0.010882012	0.31162	-0.010888643	-0.46965617	0.6301016	-0.005210644
0	-0.7958755	0.40229422	-0.003352847	-0.011021524	0.31561515	-0.011028241	-0.46562824	0.63310266	-0.0052764774
0	-0.7933488	0.40415207	-0.003394518	-0.011161036	0.31961024	-0.011167839	-0.46165186	0.63602644	-0.0053420565
0	-0.7908546	0.40596223	-0.0034360264	-0.011300549	0.3236054	-0.011307437	-0.45772672	0.63887507	-0.0054073795
0	-0.7883928	0.407726	-0.003477371	-0.011440062	0.3276005	-0.011447035	-0.4538526	0.6416508	-0.0054724445
0	-0.7859633	0.40944466	-0.0035185495	-0.011579574	0.33159563	-0.011586633	-0.45002916	0.64435554	-0.0055372487
0	-0.78356564	0.4111197	-0.0035595617	-0.011719086	0.3355908	-0.011726231	-0.44625583	0.6469916	-0.0056017907
0	-0.78119963	0.4127522	-0.0036004055	-0.011858598	0.3395859	-0.011865831	-0.44253236	0.64956075	-0.005666068
0	-0.778865	0.41434354	-0.0036410794	-0.011998113	0.343581	-0.012005427	-0.43885827	0.65206516	-0.0057300776
0	-0.7765615	0.4158948	-0.0036815826	-0.012137628	0.34757614	-0.012145027	-0.43523327	0.65450627	-0.0057938197
0	-0.7742888	0.41740716	-0.0037219147	-0.01227714	0.3515713	-0.0122846225	-0.4316566	0.6568864	-0.0058572907
0	-0.77204645	0.4188818	-0.0037620738	-0.012416652	0.35556647	-0.012424222	-0.42812777	0.65920705	-0.0059204902
0	-0.76983434	0.42031974	-0.0038020592	-0.012556165	0.35956147	-0.012563818	-0.42464656	0.66147	-0.005983417
0	-0.76765203	0.42172205	-0.0038418702	-0.0126956785	0.36355665	-0.012703418	-0.42121223	0.66367686	-0.0060460684
0	-0.76549923	0.42308974	-0.0038815066	-0.012835191	0.36755177	-0.012843014	-0.41782436	0.66582924	-0.006108445
0	-0.7633757	0.42442393	-0.003920967	-0.012974703	0.37154695	-0.012982613	-0.41448227	0.6679288	-0.0061705452
0	-0.7612808	0.42572543	-0.003960252	-0.013114215	0.37554204	-0.013122209	-0.41118547	0.6699771	-0.0062323688
0	-0.75921434	0.42699528	-0.003999359	-0.013253733	0.37953714	-0.013261809	-0.40793347	0.6719755	-0.006293914
0	-0.757176	0.42823437	-0.00403829	-0.013393245	0.3835323	-0.013401405	-0.40472567	0.67392546	-0.00635518
0	-0.7551652	0.4294436	-0.004077043	-0.013532757	0.38752744	-0.013541005	-0.4015613	0.67582846	-0.0064161667
0	-0.7531819	0.4306238	-0.004115618	-0.013672269	0.39152262	-0.013680601	-0.39844	0.67768574	-0.0064768735
0	-0.7512255	0.4317758	-0.004154016	-0.013811782	0.39551762	-0.013820201	-0.39536116	0.67949873	-0.0065373015
0	-0.7492956	0.43290043	-0.004192235	-0.013951295	0.3995128	-0.013959796	-0.3923241	0.68126863	-0.0065974477
0	-0.74739194	0.43399853	-0.0042302753	-0.014090807	0.40350795	-0.014099397	-0.38932827	0.68299663	-0.006657313
0	-0.7455142	0.43507072	-0.0042681377	-0.014230319	0.4075031	-0.014238997	-0.38637307	0.684684	-0.0067168986
0	-0.7436618	0.4361178	-0.0043058223	-0.014369831	0.4114981	-0.014378592	-0.38345802	0.6863318	-0.0067762034
0	-0.7418345	0.4371405	-0.004343328	-0.014509349	0.41549328	-0.014518187	-0.38058245	0.6879413	-0.0068352274
0	-0.7400321	0.43813947	-0.004380656	-0.014648861	0.41948846	-0.014657789	-0.37774566	0.6895134	-0.006893972
0	-0.73825383	0.43911543	-0.0044178055	-0.014788373	0.42348358	-0.014797389	-0.3749473	0.69104934	-0.0069524357
0	-0.7364996	0.44006905	-0.004454778	-0.0149278855	0.42747876	-0.0149369845	-0.37218666	0.69255	-0.007010619
0	-0.734769	0.44100085	-0.004491572	-0.015067399	0.43147376	-0.015076584	-0.36946318	0.69401646	-0.0070685237
0	-0.73306173	0.44191155	-0.004528189	-0.015206912	0.43546894	-0.01521618	-0.3667763	0.6954497	-0.0071261493
0	-0.7313772	0.44280162	-0.00456463	-0.015346424	0.4394641	-0.01535578	-0.36412543	0.6968504	-0.007183497
0	-0.72971535	0.44367176	-0.004600893	-0.015485936	0.44345924	-0.015495376	-0.3615101	0.6982199	-0.0072405646
0	-0.7280757	0.4445225	-0.004636979	-0.015625449	0.44745442	-0.015634974	-0.35892966	0.69955856	-0.0072973566
0	-0.72645783	0.44535434	-0.0046728915	-0.015764965	0.45144942	-0.015774572	-0.3563836	0.70086765	-0.007353871
0	-0.72486144	0.44616774	-0.0047086272	-0.015904477	0.4554446	-0.01591417	-0.35387135	0.7021477	-0.00741011
0	-0.7232863	0.44696328	-0.0047441884	-0.016043989	0.45943972	-0.016053768	-0.3513924	0.7033998	-0.0074660736
0	-0.72173196	0.44774148	-0.004779575	-0.016183501	0.4634349	-0.016193366	-0.34894624	0.7046244	-0.0075217634
0	-0.720198	0.44850272	-0.004814789	-0.016323015	0.46743008	-0.016332967	-0.3465323	0.7058224	-0.0075771804
0	-0.71868426	0.44924754	-0.004849829	-0.016462527	0.4714251	-0.016472563	-0.34415007	0.70699453	-0.0076323235
0	-0.7171903	0.44997638	-0.0048846966	-0.016602041	0.47542024	-0.01661216	-0.34179902	0.70814157	-0.0076871957
0	-0.71571594	0.4506896	-0.0049193916	-0.016741553	0.4794154	-0.016751759	-0.33947867	0.70926404	-0.007741796
0	-0.71426076	0.45138767	-0.0049539157	-0.016881065	0.48341057	-0.016891358	-0.33718857	0.7103626	-0.007796128
0	-0.71282434	0.452071	-0.004988269	-0.017020581	0.48740557	-0.017030954	-0.33492818	0.71143794	-0.007850192
0	-0.7114065	0.45273995	-0.0050224517	-0.017160093	0.49140075	-0.01717055	-0.33269706	0.71249074	-0.007903986
0	-0.71000713	0.45339498	-0.005056466	-0.017299606	0.4953959	-0.01731015	-0.33049464	0.71352136	-0.007957514
0	-0.7086257	0.45403636	-0.0050903116	-0.017439118	0.49939105	-0.01744975	-0.32832056	0.7145308	-0.008010778
0	-0.7100071	0.453395	-0.005056466	-0.017299606	0.4953959	-0.01731015	-0.33049452	0.7135216	-0.007957514
0	-0.7114065	0.45274004	-0.0050224527	-0.017160093	0.49140075	-0.01717055	-0.3326969	0.7124908	-0.007903986
0	-0.7128243	0.45207107	-0.004988268	-0.017020581	0.48740557	-0.017030954	-0.3349281	0.711438	-0.00785019
0	-0.71426064	0.45138767	-0.0049539153	-0.016881065	0.48341057	-0.016891358	-0.33718845	0.71036255	-0.007796128
0	-0.71571577	0.45068964	-0.0049193916	-0.016741553	0.4794154	-0.016751759	-0.33947858	0.7092641	-0.0077417963
0	-0.71719027	0.44997638	-0.004884696	-0.016602041	0.47542024	-0.01661216	-0.3417989	0.7081416	-0.0076871947
0	-0.7186841	0.4492476	-0.004849829	-0.016462527	0.4714251	-0.016472563	-0.3441499	0.70699465	-0.0076323226
0	-0.72019786	0.44850278	-0.0048147887	-0.016323015	0.46743008	-0.016332967	-0.3465321	0.7058226	-0.0075771795
0	-0.7217317	0.4477415	-0.004779575	-0.016183501	0.4634349	-0.016193366	-0.3489461	0.7046245	-0.007521763
0	-0.7232862	0.44696334	-0.004744188	-0.016043989	0.45943972	-0.016053768	-0.35139227	0.70339984	-0.007466073
0	-0.7248613	0.4461678	-0.0047086272	-0.015904477	0.4554446	-0.01591417	-0.3538712	0.70214784	-0.00741011
0	-0.7264577	0.4453544	-0.004672891	-0.015764965	0.45144942	-0.015774572	-0.35638344	0.7008677	-0.007353871
0	-0.7280757	0.4445226	-0.004636979	-0.015625449	0.44745442	-0.015634974	-0.3589295	0.69955873	-0.0072973557
0	-0.7297153	0.44367185	-0.0046008923	-0.015485936	0.44345924	-0.015495376	-0.36150995	0.6982199	-0.007240565
0	-0.7313772	0.4428017	-0.004564629	-0.015346424	0.4394641	-0.01535578	-0.3641253	0.6968506	-0.0071834954
0	-0.73306155	0.44191158	-0.0045281886	-0.015206912	0.43546894	-0.01521618	-0.3667761	0.69544977	-0.0071261483
0	-0.7347688	0.4410009	-0.004491572	-0.015067399	0.43147376	-0.015076584	-0.369463	0.69401664	-0.007068523
0	-0.7364995	0.44006908	-0.004454777	-0.0149278855	0.42747876	-0.0149369845	-0.37218645	0.69255006	-0.0070106187
0	-0.7382538	0.43911552	-0.004417805	-0.014788373	0.42348358	-0.014797389	-0.37494707	0.69104946	-0.0069524343
0	-0.74003184	0.43813956	-0.0043806555	-0.014648861	0.41948846	-0.014657789	-0.37774545	0.68951356	-0.006893971
0	-0.74183434	0.43714052	-0.004343328	-0.014509349	0.41549328	-0.014518187	-0.38058215	0.6879414	-0.0068352274
0	-0.74366176	0.43611783	-0.0043058223	-0.014369831	0.4114981	-0.014378592	-0.38345772	0.686332	-0.0067762034
0	-0.745514	0.43507078	-0.0042681373	-0.014230319	0.4075031	-0.014238997	-0.38637286	0.68468416	-0.0067168977
0	-0.7473918	0.43399858	-0.0042302753	-0.014090807	0.40350795	-0.014099397	-0.389328	0.6829968	-0.006657313
0	-0.7492955	0.43290052	-0.0041922345	-0.013951295	0.3995128	-0.013959796	-0.39232385	0.6812688	-0.006597447
0	-0.75122535	0.43177596	-0.004154015	-0.013811782	0.39551762	-0.013820201	-0.3953609	0.6794989	-0.0065373
0	-0.7531817	0.43062392	-0.004115618	-0.013672269	0.39152262	-0.013680601	-0.39843976	0.677686	-0.0064768726
0	-0.75516504	0.4294437	-0.0040770425	-0.013532757	0.38752744	-0.013541005	-0.40156102	0.67582864	-0.0064161653
0	-0.75717574	0.42823452	-0.004038289	-0.013393245	0.3835323	-0.013401405	-0.40472537	0.67392564	-0.0063551795
0	-0.75921416	0.4269954	-0.003999359	-0.013253733	0.37953714	-0.013261809	-0.4079332	0.6719757	-0.006293913
0	-0.7612806	0.4257255	-0.0039602513	-0.013114215	0.37554204	-0.013122209	-0.41118523	0.6699772	-0.006232368
0	-0.76337546	0.42442396	-0.0039209668	-0.012974703	0.37154695	-0.012982613	-0.41448203	0.667929	-0.006170545
0	-0.7654992	0.42308986	-0.0038815062	-0.012835191	0.36755177	-0.012843014	-0.41782412	0.66582936	-0.006108445
0	-0.767652	0.42172214	-0.00384187	-0.0126956785	0.36355665	-0.012703418	-0.421212	0.663677	-0.0060460675
0	-0.7698342	0.42031983	-0.0038020588	-0.012556165	0.35956147	-0.012563818	-0.42464626	0.6614701	-0.005983415
0	-0.77204627	0.41888192	-0.0037620729	-0.012416652	0.35556647	-0.012424222	-0.4281275	0.6592072	-0.0059204893
0	-0.7742885	0.4174073	-0.0037219136	-0.01227714	0.3515713	-0.0122846225	-0.43165624	0.6568866	-0.005857289
0	-0.77656126	0.41589496	-0.0036815817	-0.012137628	0.34757614	-0.012145027	-0.43523285	0.65450656	-0.005793818
0	-0.7788648	0.4143437	-0.0036410785	-0.011998113	0.343581	-0.012005427	-0.43885794	0.65206534	-0.005730076
0	-0.7811994	0.41275245	-0.0036004044	-0.011858598	0.3395859	-0.011865831	-0.44253203	0.64956105	-0.0056660664
0	-0.78356534	0.4111199	-0.0035595605	-0.011719086	0.3355908	-0.011726231	-0.44625536	0.6469919	-0.005601789
0	-0.785963	0.4094449	-0.003518548	-0.011579574	0.33159563	-0.011586633	-0.4500287	0.6443559	-0.005537247
0	-0.78839266	0.40772614	-0.00347737	-0.011440062	0.3276005	-0.011447035	-0.45385224	0.64165103	-0.005472443
0	-0.7908543	0.4059624	-0.003436025	-0.011300549	0.3236054	-0.011307437	-0.45772633	0.63887537	-0.005407377
0	-0.7933485	0.40415227	-0.0033945167	-0.011161036	0.31961024	-0.011167839	-0.4616514	0.63602686	-0.005342054
0	-0.795875	0.40229455	-0.003352845	-0.011021524	0.31561515	-0.011028241	-0.4656276	0.63310313	-0.0052764746
0	-0.79843456	0.4003876	-0.0033110122	-0.010882012	0.31162	-0.010888643	-0.46965548	0.63010216	-0.0052106413
0	-0.8010268	0.39843008	-0.003269021	-0.010742497	0.30762485	-0.010749043	-0.47373512	0.6270215	-0.005144558
0	-0.8036522	0.39642057	-0.0032268723	-0.010602982	0.30362973	-0.010609447	-0.4778667	0.62385905	-0.0050782273
0	-0.8063106	0.39435747	-0.003184568	-0.01046347	0.2996346	-0.010469847	-0.48205036	0.6206124	-0.0050116517
0	-0.8090022	0.3922393	-0.0031421098	-0.010323958	0.2956395	-0.010330251	-0.48628622	0.617279	-0.004944834
0	-0.811727	0.39006442	-0.0030995002	-0.010184445	0.29164436	-0.010190652	-0.49057427	0.61385626	-0.004877778
0	-0.81448495	0.38783127	-0.0030567413	-0.010044932	0.28764918	-0.010051056	-0.49491447	0.61034197	-0.004810487
0	-0.81727594	0.38553813	-0.0030138355	-0.009905419	0.2836541	-0.009911456	-0.49930686	0.6067331	-0.0047429646
0	-0.82009995	0.38318333	-0.0029707847	-0.009765907	0.279659	-0.00977186	-0.50375104	0.6030272	-0.004675214
0	-0.82295686	0.38076517	-0.0029275913	-0.009626393	0.27566385	-0.009632261	-0.50824696	0.5992217	-0.0046072397
0	-0.82584625	0.3782818	-0.0028842574	-0.00948688	0.2716687	-0.009492663	-0.51279414	0.5953137	-0.0045390436
0	-0.82876796	0.3757316	-0.002840786	-0.009347367	0.26767358	-0.009353065	-0.5173923	0.5913003	-0.004470631
0	-0.8317219	0.37311262	-0.0027971792	-0.009207855	0.26367846	-0.009213467	-0.5220407	0.5871787	-0.004402006
0	-0.8347073	0.370423	-0.0027534391	-0.009068341	0.25968334	-0.009073869	-0.52673906	0.58294606	-0.004333171
0	-0.8377239	0.367661	-0.0027095682	-0.008928829	0.2556882	-0.0089342715	-0.5314863	0.57859933	-0.0042641303
0	-0.8407711	0.36482456	-0.0026655698	-0.008789316	0.25169304	-0.008794673	-0.5362818	0.57413554	-0.0041948883
0	-0.84384835	0.36191195	-0.0026214453	-0.008649803	0.24769795	-0.008655075	-0.5411246	0.5695518	-0.004125448
0	-0.84695494	0.35892093	-0.0025771984	-0.008510291	0.24370278	-0.008515477	-0.54601365	0.5648448	-0.0040558157
0	-0.85009015	0.35584992	-0.00253283	-0.008370777	0.2397077	-0.008375879	-0.5509475	0.56001186	-0.0039859917
0	-0.85325307	0.35269666	-0.0024883437	-0.008231264	0.23571254	-0.008236282	-0.5559251	0.55504954	-0.0039159823
0	-0.85644275	0.34945932	-0.002443741	-0.008091751	0.23171745	-0.008096683	-0.56094486	0.5499548	-0.00384579
0	-0.85965806	0.34613594	-0.0023990253	-0.007952238	0.2277223	-0.007957085	-0.56600493	0.5447247	-0.0037754187
0	-0.86289793	0.34272462	-0.002354197	-0.007812724	0.22372721	-0.007817487	-0.5711035	0.5393561	-0.0037048715
0	-0.8661611	0.3392232	-0.0023092597	-0.007673212	0.21973205	-0.00767789	-0.57623875	0.5338459	-0.0036341522
0	-0.869446	0.33563003	-0.0022642142	-0.0075336993	0.21573688	-0.007538292	-0.58140826	0.5281912	-0.003563263
0	-0.87275124	0.331943	-0.0022190637	-0.0073941867	0.21174179	-0.0073986943	-0.58660996	0.5223888	-0.003492208
0	-0.87607527	0.32816026	-0.002173809	-0.0072546746	0.20774664	-0.0072590937	-0.591841	0.5164358	-0.0034209893
0	-0.87941617	0.32427996	-0.0021284523	-0.0071151596	0.20375155	-0.0071194987	-0.59709877	0.51032925	-0.0033496104
0	-0.882772	0.32030058	-0.0020829954	-0.0069756475	0.1997564	-0.006979898	-0.60238	0.50406677	-0.0032780734
0	-0.88614094	0.3162201	-0.0020374397	-0.0068361345	0.19576131	-0.0068403003	-0.6076817	0.49764523	-0.0032063806
0	-0.88952065	0.31203705	-0.0019917872	-0.0066966224	0.19176614	-0.0067007025	-0.6130004	0.49106222	-0.0031345363
0	-0.89290875	0.30774975	-0.0019460403	-0.0065571074	0.18777102	-0.0065611047	-0.61833245	0.48431516	-0.003062543
0	-0.8963027	0.30335692	-0.001900201	-0.0064175953	0.18377589	-0.006421507	-0.62367356	0.47740203	-0.0029904041
0	-0.8996999	0.29885727	-0.0018542721	-0.0062780827	0.17978074	-0.006281909	-0.62902	0.47032076	-0.0029181242
0	-0.9030975	0.29424953	-0.0018082568	-0.00613857	0.17578565	-0.0061423113	-0.63436687	0.4630695	-0.002845709
0	-0.9064927	0.28953263	-0.0017621602	-0.0059990566	0.1717905	-0.0060027135	-0.63970995	0.4556463	-0.0027731655
0	-0.9098821	0.28470582	-0.0017159869	-0.005859543	0.1677954	-0.0058631157	-0.6450441	0.4480502	-0.002700501
0	-0.9132627	0.27976832	-0.0016697427	-0.005720031	0.16380025	-0.0057235174	-0.65036416	0.44027993	-0.002627725
0	-0.9166309	0.27471972	-0.0016234359	-0.005580518	0.15980512	-0.0055839196	-0.6556648	0.43233478	-0.0025548504
0	-0.9199832	0.26955962	-0.001577074	-0.005441006	0.15581	-0.0054443213	-0.66094047	0.42421418	-0.0024818894
0	-0.92331606	0.26428795	-0.001530667	-0.005301491	0.15181486	-0.0053047235	-0.66618544	0.415918	-0.002408857
0	-0.9266256	0.2589048	-0.0014842241	-0.005161979	0.14781974	-0.0051651257	-0.67139375	0.40744638	-0.0023357687
0	-0.9299081	0.25341046	-0.0014377558	-0.005022466	0.14382459	-0.005025528	-0.6765595	0.39879975	-0.00226264
0	-0.9331595	0.24780548	-0.0013912722	-0.0048829536	0.1398295	-0.00488593	-0.6816764	0.38997903	-0.0021894875
0	-0.93637586	0.24209058	-0.0013447818	-0.00474344	0.13583435	-0.0047463314	-0.6867381	0.3809853	-0.0021163241
0	-0.93955326	0.23626651	-0.0012982932	-0.0046039275	0.13183923	-0.0046067336	-0.69173837	0.3718198	-0.0020431639
0	-0.9426874	0.23033477	-0.0012518106	-0.0044644144	0.1278441	-0.0044671358	-0.6966707	0.36248484	-0.0019700124
0	-0.94577444	0.22429644	-0.0012053375	-0.0043249014	0.123848975	-0.0043275375	-0.7015287	0.35298213	-0.0018968764
0	-0.94881	0.2181532	-0.0011588744	-0.0041853883	0.11985385	-0.0041879397	-0.706306	0.34331435	-0.0018237559
0	-0.9517901	0.21190698	-0.0011124163	-0.0040458753	0.115858726	-0.0040483414	-0.7109958	0.33348447	-0.0017506434
0	-0.9547106	0.20555972	-0.0010659574	-0.003906362	0.111863606	-0.0039087436	-0.7155919	0.32349557	-0.0016775297
0	-0.9575674	0.19911379	-0.0010194867	-0.0037668496	0.10786844	-0.003769146	-0.72008765	0.31335142	-0.0016043972
0	-0.96035635	0.19257171	-0.00097299146	-0.0036273373	0.10387332	-0.0036295468	-0.72447693	0.30305597	-0.0015312263
0	-0.9630739	0.18593617	-0.0009264573	-0.0034878238	0.0998782	-0.003489949	-0.7287535	0.29261345	-0.0014579941
0	-0.9657158	0.17920999	-0.0008798683	-0.0033483112	0.09588307	-0.0033503512	-0.73291135	0.28202826	-0.0013846755
0	-0.9682789	0.17239621	-0.0008332087	-0.0032087977	0.09188794	-0.0032107534	-0.7369448	0.27130517	-0.0013112458
0	-0.9707593	0.16549785	-0.0007864635	-0.003069285	0.08789282	-0.0030711556	-0.7408482	0.26044902	-0.0012376816
0	-0.97315353	0.15851808	-0.00073961867	-0.0029297716	0.0838977	-0.0029315578	-0.7446162	0.24946472	-0.0011639606
0	-0.97545874	0.15145996	-0.0006926616	-0.002790259	0.07990256	-0.0027919598	-0.74824387	0.23835716	-0.0010900627
0	-0.9776718	0.14432672	-0.0006455805	-0.0026507454	0.07590743	-0.0026523618	-0.7517265	0.22713135	-0.0010159698
0	-0.9797897	0.13712125	-0.0005983665	-0.002511233	0.071912296	-0.002512764	-0.7550596	0.21579187	-0.0009416675
